station_id,latitude,longitude,elevation,state,name,gsn_flag,hcn_crn_flag,wmo_id,country_code
ASN00003066,-18.5175,121.8072,10.0,,PORT SMITH,,,,AS
ASN00003068,-18.5075,123.4561,120.0,,DAMPIER DOWNS,,,,AS
ASN00003069,-16.1306,123.7764,152.0,,KOOLAN ISLAND,,,,AS
ASN00003072,-16.4508,123.0653,2.0,,ONE ARM POINT,,,,AS
ASN00003073,-16.6872,123.8375,25.0,,KIMBOLTON,,,,AS
ASN00003074,-17.9347,123.4731,50.0,,YAKKAMUNGA,,,,AS
ASN00003075,-17.3117,123.6356,-999.9,,DERBY RFDS,,,,AS
ASN00003076,-19.3283,125.3886,240.0,,WESTERN FIELD,,,,AS
ASN00003077,-18.5914,123.6133,120.0,,MOWLA BLUFF,,,,AS
ASN00003078,-18.7267,125.9875,200.0,,CADJEBUT,,,,AS
ASN00003079,-18.9897,121.7208,20.0,,SHELAMAR,,,,AS
ASN00003080,-17.5736,123.8217,77.5,,CURTIN AERO,,,94204.0,AS
ASN00003081,-17.5778,123.8222,91.0,,CURTIN,,,,AS
ASN00003082,-17.8672,122.3631,40.0,,KIRBY GARDENS,,,,AS
ASN00003083,-17.9769,122.3431,15.0,,BROOME BIRD OBSERVATORY,,,,AS
ASN00003084,-17.3436,123.6781,10.0,,DERBY (MANNING RD),,,,AS
ASN00003085,-17.4311,123.0389,80.0,,MOUNT JOWLAENGA,,,,AS
ASN00003086,-17.7278,123.6547,20.0,,WILLARE BRIDGE,,,,AS
ASN00003087,-17.5606,122.1458,15.0,,TANJUNGPANDAN,,,,AS
ASN00003088,-18.8375,126.5247,260.0,,LARRAWA,,,,AS
ASN00003089,-17.9492,122.2339,7.0,,BROOME COMPARISON,,,,AS
ASN00003090,-17.7981,124.0772,100.0,,DEBESA,,,,AS
ASN00003091,-18.9894,125.8478,200.0,,BEEFWOOD PARK,,,,AS
ASN00003092,-17.8578,122.2725,41.0,,SOUTH EAST WATERBANK,,,,AS
ASN00003093,-18.1814,125.5619,114.5,,FITZROY CROSSING AERO,,,94206.0,AS
ASN00003095,-18.3192,125.7806,160.0,,PILLARA SPRINGS,,,,AS
ASN00003096,-17.8964,122.3122,32.0,,WEST ROEBUCK,,,95204.0,AS
ASN00003098,-17.0549,125.7108,270.0,,MOUNT HOUSE AIRSTRIP,,,,AS
ASN00003100,-17.9503,124.2653,55.0,,LIVERINGA STATION,,,,AS
ASN00003103,-16.7733,122.5767,15.0,,MIDDLE LAGOON,,,,AS
ASN00003104,-17.6406,123.1722,50.0,,KIMBERLEY COLOURSTONE,,,,AS
ASN00003105,-18.1133,125.3428,175.0,,LAUREL DOWNS,,,,AS
ASN00004000,-21.4167,118.9333,226.0,,ABYDOS,,,,AS
ASN00004001,-20.9,117.1167,-999.9,,WOODBROOK,,,,AS
ASN00004002,-20.3139,118.5742,8.0,,PORT HEDLAND POST OFFICE,,,,AS
ASN00004003,-22.8,120.8625,500.0,,BALFOUR DOWNS,,,,AS
ASN00004004,-20.9264,120.2075,250.0,,BAMBOO CREEK,,,,AS
ASN00004005,-22.0517,119.6325,400.0,,BAMBOO SPRINGS,,,,AS
ASN00004006,-22.1828,119.935,480.0,,BONNEY DOWNS,,,,AS
ASN00004007,-20.4,118.4667,6.0,,BOODARIE,,,,AS
ASN00004008,-20.6392,119.2431,120.0,,CARLINDIE,,,,AS
ASN00004009,-20.6833,119.6667,-999.9,,COONGAN STATION,,,,AS
ASN00004010,-21.0333,117.1333,200.0,,COOYA POOYA,,,,AS
ASN00004011,-21.4667,119.8333,400.0,,CORUNNA DOWNS,,,,AS
ASN00004012,-20.1764,119.1906,15.0,,DE GREY,,,,AS
ASN00004013,-20.5167,119.6667,-999.9,,ETTRICK,,,,AS
ASN00004014,-20.85,119.7667,-999.9,,EGINBAH,,,,AS
ASN00004015,-21.7219,119.3989,271.0,,HILLSIDE STATION,,,,AS
ASN00004016,-20.7867,118.5972,80.0,,INDEE,,,,AS
ASN00004017,-21.15,118.1,-999.9,,STATION PEAK,,,,AS
ASN00004018,-21.1833,119.8167,-999.9,,LIMESTONE,,,,AS
ASN00004019,-19.7419,120.8436,7.5,,MANDORA,,,94200.0,AS
ASN00004020,-21.1756,119.7497,182.3,,MARBLE BAR COMPARISON,,,,AS
ASN00004021,-21.3122,120.0586,270.0,,MOUNT EDGAR,,,,AS
ASN00004022,-20.6333,120.0544,85.0,,MUCCAN,,,,AS
ASN00004023,-20.4619,119.5189,30.0,,MULYIE,,,,AS
ASN00004024,-20.5192,118.0603,20.0,,MUNDABULLANGANA,,,,AS
ASN00004025,-20.5,119.8,-999.9,,NIMINGARRA,,,,AS
ASN00004026,-22.2914,120.1761,495.0,,NOREENA DOWNS,,,,AS
ASN00004027,-21.8861,120.1103,380.0,,NULLAGINE,,,,AS
ASN00004028,-20.1078,119.5811,9.0,,PARDOO STATION,,,94311.0,AS
ASN00004030,-21.4,119.4,-999.9,,PILGA,,,,AS
ASN00004031,-20.6267,117.1925,30.0,,POINT SAMSON,,,,AS
ASN00004032,-20.3725,118.6317,6.4,,PORT HEDLAND AIRPORT,GSN,,94312.0,AS
ASN00004033,-21.0561,117.4436,40.0,,PYRAMID STATION,,,,AS
ASN00004034,-22.0167,121.4,-999.9,,RPF 734 MILE,,,,AS
ASN00004035,-20.7767,117.1456,12.0,,ROEBOURNE,,,94309.0,AS
ASN00004036,-20.4681,119.0556,67.0,,STRELLEY,,,,AS
ASN00004037,-21.05,120.0,200.0,,TALGA TALGA,,,,AS
ASN00004038,-20.7483,118.8172,97.0,,WALLAREENYA,,,,AS
ASN00004039,-20.9469,117.3733,30.0,,WARAMBIE,,,,AS
ASN00004040,-20.6472,119.5869,84.0,,WARRALONG,,,,AS
ASN00004041,-20.8503,120.695,159.0,,WARRAWAGINE,,,,AS
ASN00004042,-20.8394,117.8358,32.0,,WHIM CREEK,,,,AS
ASN00004043,-21.9931,119.0131,387.0,,REDMONT,,,,AS
ASN00004044,-19.5,121.3,-999.9,,WIDJUP OUTCAMP,,,,AS
ASN00004045,-21.62,118.955,250.0,,ABYDOS WOODSTOCK,,,,AS
ASN00004046,-20.6739,120.2044,100.0,,YARRIE,,,,AS
ASN00004047,-20.8333,118.9,120.0,,TABBA TABBA,,,,AS
ASN00004048,-21.2853,118.4042,120.0,,YANDEEARRA,,,,AS
ASN00004049,-21.6,119.6,-999.9,,SPLIT ROCK,,,,AS
ASN00004050,-21.6,119.7,-999.9,,YALGOORA,,,,AS
ASN00004051,-20.6,117.8,-999.9,,BALLA BALLA,,,,AS
ASN00004052,-20.5667,120.65,-999.9,,RPF 80 MILE,,,,AS
ASN00004053,-20.0,119.4,-999.9,,CONDON,,,,AS
ASN00004054,-20.6783,117.1892,7.0,,COSSACK,,,,AS
ASN00004055,-21.1,117.8,-999.9,,CROYDON,,,,AS
ASN00004056,-21.1,118.5167,-999.9,,KANGAN,,,,AS
ASN00004057,-20.8833,119.15,120.0,,LALLA ROOKH,,,,AS
ASN00004058,-20.7,121.0167,-999.9,,LOCHNAVAR,,,,AS
ASN00004059,-20.8822,118.0308,40.0,,MALLINA,,,,AS
ASN00004060,-21.8,120.3,-999.9,,MIDDLE CREEK,,,,AS
ASN00004061,-21.1,117.9833,-999.9,,MOUNT SATIRIST,,,,AS
ASN00004062,-20.1,119.75,-999.9,,MYADEE,,,,AS
ASN00004063,-22.2,120.2,-999.9,,POONDAWINDIE,,,,AS
ASN00004064,-20.45,118.8,-999.9,,POONDINIA,,,,AS
ASN00004065,-22.7,121.1,-999.9,,RPF 672 MILE,,,,AS
ASN00004066,-21.2,121.2,-999.9,,RPF 798 MILE,,,,AS
ASN00004067,-20.55,119.3,-999.9,,SHAW RIVER,,,,AS
ASN00004068,-19.7789,120.6417,9.0,,WALLAL DOWNS,,,,AS
ASN00004069,-21.3,119.8,-999.9,,WARRAWOONA,,,,AS
ASN00004070,-20.9,119.7,-999.9,,COONGAN HOTEL,,,,AS
ASN00004071,-21.05,117.45,-999.9,,PYRAMID 1,,,,AS
ASN00004072,-20.4833,116.5333,7.0,,ROSEMARY ISLAND,,,,AS
ASN00004074,-20.3422,119.5206,45.0,,GOLDSWORTHY,,,,AS
ASN00004076,-21.175,117.2208,200.0,,HARDING RIVER 2,,,,AS
ASN00004077,-20.7167,120.85,-999.9,,BARRAMINE,,,,AS
ASN00004079,-21.3625,118.8783,223.0,,YANDEE,,,,AS
ASN00004080,-20.635,120.5,175.0,,CALLAWA,,,,AS
ASN00004081,-21.4333,119.7833,244.0,,CORUNNA DOWNS AIRSTRIP,,,,AS
ASN00004082,-20.615,117.1633,20.0,,CAPE LAMBERT,,,,AS
ASN00004083,-20.7097,116.7742,7.0,,KARRATHA AERO,,,95307.0,AS
ASN00004084,-20.4958,120.1672,164.0,,SHAY GAP,,,,AS
ASN00004085,-21.75,119.1833,-999.9,,TAMBOURAH,,,,AS
ASN00004086,-20.8956,117.6447,30.0,,SHERLOCK,,,,AS
ASN00004087,-21.2333,117.05,200.0,,HARDING RIVER 3,,,,AS
ASN00004088,-21.1467,119.4333,200.0,,NORTH POLE,,,,AS
ASN00004089,-20.6744,117.1428,10.0,,WICKHAM,,,,AS
ASN00004090,-20.7594,117.1583,10.7,,ROEBOURNE AERO,,,94308.0,AS
ASN00004092,-20.9786,117.0953,60.0,,HARDING DAM,,,,AS
ASN00004093,-20.3292,119.1878,60.0,,STRELLEY PUMPING STATION,,,,AS
ASN00004094,-20.4119,120.0103,160.0,,NIMINGARRA MINE,,,,AS
ASN00004096,-22.4272,120.8578,450.0,,MOUNT DIVIDE,,,,AS
ASN00004097,-20.6175,116.7517,48.0,,DAMPIER PORT,,,,AS
ASN00004098,-20.2906,119.28,22.0,,DE GREY BOREFIELD,,,,AS
ASN00004099,-20.7381,116.8489,18.0,,KARRATHA TOWN,,,,AS
ASN00004101,-20.3167,119.3333,-999.9,,R 1 BOREHOLE,,,,AS
ASN00004102,-21.2933,120.4658,220.0,,MEENTHEENA,,,,AS
ASN00004103,-21.6672,121.5756,290.0,,NIFTY COPPER MINE,,,,AS
ASN00004104,-20.3736,118.6297,9.0,,PORT HEDLAND MILOS AWS COMPARI,,,,AS
ASN00004106,-21.1756,119.7497,182.3,,MARBLE BAR,,,95317.0,AS
ASN00005000,-22.5833,115.85,-999.9,,BOOLALOO,,,,AS
ASN00005001,-21.8047,117.8056,360.0,,COOLAWANYAH,,,,AS
ASN00005002,-22.515,116.5825,280.0,,DUCK CREEK,,,,AS
ASN00005003,-22.8975,120.1733,425.0,,ETHEL CREEK,,,,AS
ASN00005004,-22.3761,114.1108,15.0,,EXMOUTH GULF,,,,AS
ASN00005005,-22.2792,117.6772,590.0,,HAMERSLEY,,,,AS
ASN00005006,-22.9119,116.2903,160.0,,KOOLINE,,,,AS
ASN00005007,-22.2406,114.0967,5.0,,LEARMONTH AIRPORT,GSN,,94302.0,AS
ASN00005008,-21.1906,115.9797,11.0,,MARDIE,,,94306.0,AS
ASN00005009,-22.6331,119.4081,430.0,,MARILLANA,,,,AS
ASN00005010,-22.9742,114.4597,120.0,,MARRILLA,,,,AS
ASN00005011,-22.7,115.8,-999.9,,MEILGA,,,,AS
ASN00005012,-21.5906,117.0656,300.0,,MILLSTREAM,,,,AS
ASN00005013,-21.9961,115.0456,15.0,,MINDEROO,,,,AS
ASN00005014,-21.7869,117.8647,450.0,,MOUNT FLORANCE,,,,AS
ASN00005015,-22.1039,118.4703,400.0,,MULGA DOWNS,,,,AS
ASN00005016,-21.6364,115.1117,4.0,,ONSLOW,,,94305.0,AS
ASN00005017,-21.6689,115.1092,10.5,,ONSLOW AIRPORT,,,95305.0,AS
ASN00005018,-21.85,115.6167,150.0,,PEEDAMULLAH,,,,AS
ASN00005019,-21.6333,115.85,11.0,,WARRAMBOO,,,,AS
ASN00005020,-22.6975,113.6747,10.0,,NINGALOO,,,,AS
ASN00005021,-22.2667,115.4167,-999.9,,RANGE,,,,AS
ASN00005022,-21.975,116.0653,150.0,,RED HILL,,,,AS
ASN00005023,-22.6217,119.9564,410.0,,ROY HILL,,,,AS
ASN00005024,-21.8067,114.1072,12.0,,VLAMINGH HEAD,,,,AS
ASN00005025,-22.4,119.5333,-999.9,,WARRIE,,,,AS
ASN00005026,-22.2425,118.3358,463.0,,WITTENOOM,,,94313.0,AS
ASN00005027,-22.3167,118.3167,610.0,,WITTENOOM GORGE,,,,AS
ASN00005028,-22.6906,116.2328,150.0,,WYLOO,,,,AS
ASN00005029,-21.6767,116.3928,180.0,,YALLEEN,,,,AS
ASN00005030,-22.5064,114.7944,25.0,,YANREY,,,,AS
ASN00005031,-21.8875,114.0092,6.0,,YARDIE CREEK,,,,AS
ASN00005032,-21.5703,115.8786,50.0,,YARRALOOLA,,,,AS
ASN00005033,-22.2933,115.0342,150.0,,KOORDARRIE,,,,AS
ASN00005034,-22.4558,116.0508,160.0,,MOUNT STUART,,,,AS
ASN00005035,-21.6,117.6,-999.9,,TAMBREY,,,,AS
ASN00005036,-22.9367,115.9825,170.0,,GLEN FLORRIE STATION,,,,AS
ASN00005037,-21.7,117.45,-999.9,,KANGIANGI,,,,AS
ASN00005038,-21.3667,115.85,-999.9,,CHINGINARRA,,,,AS
ASN00005039,-22.6,114.4,-999.9,,LEARMONTH ARTESIAN,,,,AS
ASN00005040,-21.1594,116.1197,15.0,,BALMORAL,,,,AS
ASN00005041,-22.6,116.1,-999.9,,COORARA STATION,,,,AS
ASN00005042,-21.7,116.1,-999.9,,DEEPDALE 1,,,,AS
ASN00005043,-21.9,115.2,-999.9,,DIOMENOR,,,,AS
ASN00005044,-21.1,116.1,-999.9,,FORTESCUE,,,,AS
ASN00005045,-22.685,114.3672,30.0,,GIRALIA,,,,AS
ASN00005046,-22.7,116.1,-999.9,,HARDY JUNCTION,,,,AS
ASN00005047,-22.25,119.1,-999.9,,KERDIADARY,,,,AS
ASN00005048,-22.5403,115.4981,80.0,,NANUTARRA,,,,AS
ASN00005049,-21.6,117.6,-999.9,,TABLELAND,,,,AS
ASN00005050,-21.6,116.4,-999.9,,MOUNT ENID,,,,AS
ASN00005051,-21.9303,114.1256,13.0,,EXMOUTH TOWN,,,,AS
ASN00005052,-20.8831,116.6725,30.0,,KARRATHA STATION,,,,AS
ASN00005053,-20.6553,116.6789,50.0,,EAST INTERCOURSE ISLAND,,,,AS
ASN00005055,-22.2275,118.345,441.7,,WITTENOOM AERO,,,,AS
ASN00005057,-21.3417,117.0833,-999.9,,HARDING RIVER,,,,AS
ASN00005058,-20.8206,115.3931,62.0,,BARROW ISLAND,,,,AS
ASN00005059,-22.6125,117.625,-999.9,,MOUNT LIONEL AIRSTRIP,,,,AS
ASN00005060,-22.3333,114.05,7.0,,NAVY CHARLIE,,,,AS
ASN00005061,-20.7278,116.7483,6.0,,DAMPIER SALT,,,,AS
ASN00005063,-22.3,117.2833,-999.9,,MOUNT BROCKMAN,,,,AS
ASN00005064,-22.7825,119.6172,433.0,,SAND HILL,,,,AS
ASN00005066,-22.7817,115.3706,100.0,,UAROO,,,,AS
ASN00005067,-22.0894,115.6239,80.0,,CANE RIVER,,,,AS
ASN00005068,-22.6811,114.0394,20.0,,BULLARA,,,,AS
ASN00005069,-21.6392,116.3308,200.0,,PANNAWONICA,,,,AS
ASN00005070,-21.3567,115.8208,10.0,,ROBE,,,,AS
ASN00005071,-21.3444,115.9356,11.0,,PINDRAL OUTCAMP,,,,AS
ASN00005072,-22.6967,117.7703,746.0,,TOM PRICE,,,95316.0,AS
ASN00005073,-21.8836,118.2217,500.0,,HOOLEY,,,,AS
ASN00005074,-22.6344,118.1119,726.0,,MARANDOO,,,,AS
ASN00005075,-21.8222,114.1714,7.0,,NAVY ALPHA,,,,AS
ASN00005076,-22.745,117.6656,606.0,,TOM PRICE AERO,,,,AS
ASN00005078,-21.7672,114.8211,5.0,,URALA,,,,AS
ASN00005079,-21.4625,115.0194,5.0,,THEVENARD ISLAND,,,,AS
ASN00005082,-21.0544,116.2575,50.0,,ERAMURRA POOL,,,,AS
ASN00005083,-20.7692,116.8603,15.0,,KARRATHA WATER RESOURCES,,,,AS
ASN00005084,-21.4606,115.0197,5.0,,THEVENARD ISLAND,,,94303.0,AS
ASN00005085,-22.8853,117.4464,420.0,,ROCKLEA,,,,AS
ASN00005086,-21.2947,116.1383,55.0,,FORTESCUE ROAD HOUSE,,,,AS
ASN00005087,-21.5833,117.05,-999.9,,MILLSTREAM CWS PUMPING STATION,,,,AS
ASN00005088,-21.2475,116.0733,38.0,,MULYERING,,,,AS
ASN00005089,-22.9003,118.7031,720.0,,PACKSADDLE CAMP,,,,AS
ASN00005090,-21.9711,115.4325,55.0,,MOUNT MINNIE,,,,AS
ASN00005092,-22.2367,114.0869,5.0,,LEARMONTH MILOS AWS COMPARISON,,,,AS
ASN00005093,-22.3767,118.6886,460.0,,AUSKI MUNJINA ROADHOUSE,,,,AS
ASN00005094,-20.875,115.4056,6.4,,BARROW ISLAND AIRPORT,,,95304.0,AS
ASN00005095,-22.9367,116.9731,300.0,,CHEELA PLAINS,,,,AS
ASN00006000,-25.0417,115.3092,180.0,,BIDGEMIA,,,,AS
ASN00006001,-27.4231,115.8347,254.0,,BILLABALONG,,,,AS
ASN00006002,-24.685,114.8358,90.0,,BINTHALYA,,,,AS
ASN00006003,-24.6525,113.6936,4.0,,BOOLATHANA,,,,AS
ASN00006004,-24.3333,114.0242,90.0,,BOOLOGOORO,,,,AS
ASN00006005,-24.8208,113.7853,15.0,,BRICKHOUSE,,,,AS
ASN00006006,-27.855,115.6733,300.0,,BULLARDOO,,,,AS
ASN00006007,-26.2739,115.2578,218.0,,TALISKER,,,,AS
ASN00006008,-25.0481,114.0294,25.0,,CALLAGIDDY STATION,,,,AS
ASN00006009,-23.105,113.8031,6.0,,CARDABIA,,,,AS
ASN00006010,-25.6114,115.4625,250.0,,CAREY DOWNS,,,,AS
ASN00006011,-24.8878,113.67,4.0,,CARNARVON AIRPORT,GSN,,94300.0,AS
ASN00006012,-26.4628,113.505,20.0,,CARRARANG,,,,AS
ASN00006013,-26.6972,114.3181,150.0,,COBURN STATION,,,,AS
ASN00006014,-23.5,114.1,-999.9,,COOKERABINGIE,,,,AS
ASN00006015,-24.4447,114.0781,45.0,,COORALYA,,,,AS
ASN00006016,-23.3,114.7,-999.9,,CORDALIA,,,,AS
ASN00006017,-25.2786,115.8633,300.0,,DAIRY CREEK,,,,AS
ASN00006018,-26.0333,113.2167,-999.9,,DIRK HARTOG ISLAND,,,,AS
ASN00006019,-24.8061,114.4322,70.0,,DOORAWARRAH,,,,AS
ASN00006020,-25.36,114.2292,30.0,,EDAGGEE,,,,AS
ASN00006021,-24.4508,115.6072,400.0,,EUDAMULLAH,,,,AS
ASN00006022,-25.0544,115.21,144.0,,GASCOYNE JUNCTION,,,94410.0,AS
ASN00006023,-23.8222,113.5256,20.0,,GNARALOO,,,,AS
ASN00006024,-24.6667,114.35,-999.9,,GOOMBARDIE,,,,AS
ASN00006025,-26.4008,114.1667,15.0,,HAMELIN POOL,,,,AS
ASN00006026,-26.4275,114.1919,25.0,,HAMELIN STATION,,,,AS
ASN00006027,-25.0442,115.1331,180.0,,JIMBA JIMBA,,,,AS
ASN00006028,-26.4,114.4667,-999.9,,THE OVERLANDER,,,,AS
ASN00006029,-23.6361,115.2461,210.0,,LYNDON,,,,AS
ASN00006030,-24.6314,115.3383,175.0,,LYONS RIVER,,,,AS
ASN00006031,-23.915,115.6183,300.0,,MANGAROON,,,,AS
ASN00006032,-24.4733,114.5553,90.0,,MARDATHUNA,,,,AS
ASN00006033,-23.4789,115.5481,250.0,,MAROONAH,,,,AS
ASN00006034,-25.3656,114.3594,40.0,,MARRON,,,,AS
ASN00006035,-26.7025,114.6183,180.0,,MEADOW STATION,,,,AS
ASN00006036,-25.6644,114.6267,60.0,,MEEDO,,,,AS
ASN00006037,-24.3142,115.1892,300.0,,MERLINLEIGH,,,,AS
ASN00006038,-23.3817,114.4375,75.0,,MIA MIA,,,,AS
ASN00006039,-23.8497,113.9714,3.0,,MINILYA,,,,AS
ASN00006040,-24.0306,115.6967,300.0,,MINNIE CREEK,,,,AS
ASN00006041,-24.0633,115.205,300.0,,MOOGOOREE,,,,AS
ASN00006042,-24.4117,115.3958,370.0,,MOUNT SANDIMAN,,,,AS
ASN00006043,-27.37,115.6517,300.0,,NEW FOREST,,,,AS
ASN00006044,-25.9261,113.5319,9.0,,DENHAM,,,94402.0,AS
ASN00006045,-26.6969,113.7158,50.0,,TAMALA,,,,AS
ASN00006046,-23.1747,115.1194,120.0,,TOWERA,,,,AS
ASN00006047,-25.405,115.2267,200.0,,TOWRANA,,,,AS
ASN00006048,-27.3853,115.9664,260.0,,TWIN PEAKS,,,,AS
ASN00006049,-27.1,115.5,-999.9,,WAIL,,,,AS
ASN00006050,-23.7647,114.5539,90.0,,WANDAGEE,,,,AS
ASN00006051,-27.9864,115.6306,300.0,,WANDINA,,,,AS
ASN00006052,-23.8608,115.1475,190.0,,WILLIAMBURY,,,,AS
ASN00006053,-25.3017,115.1161,170.0,,WINDERIE,,,,AS
ASN00006054,-26.0511,114.7542,180.0,,WOODLEIGH,,,,AS
ASN00006055,-27.7458,115.8286,300.0,,WOOLGORONG,,,,AS
ASN00006056,-25.74,114.2847,16.0,,WOORAMEL,,,,AS
ASN00006057,-25.1833,114.6767,90.0,,YALBALGO,,,,AS
ASN00006058,-27.4278,115.5147,240.0,,YALLALONG,,,,AS
ASN00006059,-25.9436,114.3222,13.0,,YARINGA STATION,,,,AS
ASN00006060,-26.2011,114.2869,30.0,,CARBLA STATION,,,,AS
ASN00006061,-24.9017,114.2164,45.0,,MEERAGOOLIA,,,,AS
ASN00006062,-24.9,113.65,4.6,,CARNARVON POST OFFICE,,,,AS
ASN00006063,-27.5167,115.05,-999.9,,COOLCALALYA,,,,AS
ASN00006064,-24.2167,115.3833,-999.9,,MOOGOOREE O.S.,,,,AS
ASN00006065,-23.4,114.7,-999.9,,PLEAIDES,,,,AS
ASN00006066,-23.1567,114.5403,75.0,,WINNING,,,,AS
ASN00006067,-23.5,114.0167,-999.9,,MIA MIA 2 SUB BORE,,,,AS
ASN00006068,-25.4906,114.3981,40.0,,WAHROONGA,,,,AS
ASN00006069,-26.5903,115.9267,300.0,,MOUNT NARRYER,,,,AS
ASN00006070,-24.3058,114.5003,60.0,,HILL SPRINGS,,,,AS
ASN00006071,-26.6167,115.5467,280.0,,MUGGON,,,,AS
ASN00006072,-23.0314,115.0414,111.0,,EMU CREEK STATION,,,94318.0,AS
ASN00006073,-24.8333,113.3,-999.9,,BERNIER ISLAND,,,,AS
ASN00006074,-24.8667,114.5833,-999.9,,MILLIE MILLIE,,,,AS
ASN00006075,-25.2,113.9,-999.9,,BOODALIA,,,,AS
ASN00006076,-26.3,114.25,-999.9,,BOOLAGOORDA,,,,AS
ASN00006077,-25.3,115.6,-999.9,,BOUNDARY STORE,,,,AS
ASN00006078,-25.8,115.1,-999.9,,CALLATHARRA,,,,AS
ASN00006079,-25.0881,114.3853,60.0,,ELLA VALLA,,,,AS
ASN00006080,-26.2564,113.8064,20.0,,NANGA,,,,AS
ASN00006081,-26.4,114.05,-999.9,,NILEMAH,,,,AS
ASN00006082,-24.5,113.5,-999.9,,POINT CHARLES,,,,AS
ASN00006083,-24.3,113.8,-999.9,,SHAWS TANK,,,,AS
ASN00006084,-23.4853,113.7811,20.0,,WARROORA,,,,AS
ASN00006085,-24.2,114.1,-999.9,,YALOBIA,,,,AS
ASN00006087,-24.8167,113.8333,17.0,,BRICKHOUSE WOOLSHED,,,,AS
ASN00006088,-24.4333,114.2667,-999.9,,COORALYA O.S.,,,,AS
ASN00006089,-23.6333,113.6167,-999.9,,CAPE FARQUHAR,,,,AS
ASN00006090,-26.96,115.9733,300.0,,MEEBERRIE,,,,AS
ASN00006091,-25.9667,115.9833,-999.9,,MEARABUNDIE,,,,AS
ASN00006092,-26.8156,114.6133,140.0,,BILLABONG ROADHOUSE,,,94406.0,AS
ASN00006093,-23.81,114.0083,60.0,,MINILYA BRIDGE,,,,AS
ASN00006094,-24.2167,113.3833,41.0,,CAPE CUVIER,,,,AS
ASN00006095,-24.3967,113.4056,16.0,,QUOBBA,,,,AS
ASN00006096,-25.0167,114.2833,-999.9,,DOORAWARRAH O.S.,,,,AS
ASN00006097,-26.1203,113.3975,3.0,,USELESS LOOP,,,,AS
ASN00006098,-25.0294,115.8628,300.0,,WEEDARRAH,,,,AS
ASN00006099,-26.8936,115.9561,287.0,,MURCHISON,,,94422.0,AS
ASN00006100,-27.525,115.0569,220.0,,COOLCALALAYA,,,,AS
ASN00006101,-26.0983,115.2444,200.0,,YALARDY,,,,AS
ASN00006102,-26.1764,113.215,4.0,,STEEP POINT,,,,AS
ASN00006103,-23.9064,114.7681,100.0,,MIDDALYA,,,,AS
ASN00006105,-25.8925,113.5772,33.8,,SHARK BAY AIRPORT,,,95402.0,AS
ASN00006106,-25.0381,115.9953,320.0,,MOOLOO DOWNS,,,,AS
ASN00006107,-24.8128,113.7925,15.0,,FAR END PLANTATION,,,,AS
ASN00007000,-28.6294,116.2814,340.0,,BARNONG,,,,AS
ASN00007001,-26.9667,117.9167,-999.9,,BEEBYN,,,,AS
ASN00007002,-26.3611,118.0283,500.0,,BELELE,,,,AS
ASN00007003,-26.0417,116.9528,450.0,,BERINGARRA,,,,AS
ASN00007004,-27.35,117.6667,-999.9,,BIG BELL,,,,AS
ASN00007005,-28.3,117.9,-999.9,,BOODANOO,,,,AS
ASN00007006,-28.0411,117.6703,450.0,,BOOGARDIE,,,,AS
ASN00007007,-26.9844,116.5361,300.0,,BOOLARDY,,,,AS
ASN00007008,-25.5067,118.7933,550.0,,BRYAH,,,,AS
ASN00007009,-27.4833,117.3,-999.9,,BULLARA,,,,AS
ASN00007010,-28.6097,116.5714,300.0,,BUNNAWARRA,,,,AS
ASN00007011,-28.7839,117.3625,400.0,,BURNERBINMAH,,,,AS
ASN00007012,-26.1297,118.4853,500.0,,BUTTAH,,,,AS
ASN00007013,-27.25,118.3333,-999.9,,COGLA DOWNS NATTE,,,,AS
ASN00007014,-27.2528,117.6525,500.0,,COODARDY,,,,AS
ASN00007015,-27.3,117.25,-999.9,,COODARDY YENTON,,,,AS
ASN00007016,-29.3667,117.7,-999.9,,COODINGNOW,,,,AS
ASN00007017,-27.4233,117.8994,453.0,,CUE,,,,AS
ASN00007018,-27.0392,118.365,450.0,,CULLCULLI,,,,AS
ASN00007019,-24.0019,119.5725,600.0,,BULLOO DOWNS,,,,AS
ASN00007020,-26.8764,118.1731,400.0,,ANNEAN,,,,AS
ASN00007021,-27.3839,117.7453,450.0,,AUSTIN DOWNS,,,,AS
ASN00007022,-27.4667,117.85,-999.9,,DAY DAWN,,,,AS
ASN00007023,-25.6864,119.2258,600.0,,DOOLGUNNA,,,,AS
ASN00007024,-28.2731,117.1544,350.0,,EDAH,,,,AS
ASN00007025,-23.9214,116.5594,450.0,,WANNA,,,,AS
ASN00007026,-26.45,118.2,-999.9,,FOUR CORNERS,,,,AS
ASN00007027,-28.2494,116.34,340.0,,GABYON,,,,AS
ASN00007028,-24.0469,116.2181,320.0,,WANNA,,,,AS
ASN00007029,-25.4333,116.1167,-999.9,,GLENBURGH,,,,AS
ASN00007030,-26.1142,117.5047,500.0,,JUDAL STATION,,,,AS
ASN00007031,-26.905,118.8361,600.0,,HILLVIEW,,,,AS
ASN00007032,-27.6292,117.4867,500.0,,ILLGIDDY,,,,AS
ASN00007033,-24.3444,119.5808,620.0,,ILLGARARIE,,,,AS
ASN00007034,-27.7447,116.7442,400.0,,JINGEMARRA,,,,AS
ASN00007035,-26.8936,117.1211,500.0,,KALLI,,,,AS
