station_id,latitude,longitude,element,first_year,last_year
ASN00005006,-22.9119,116.2903,DWPR,1992,2025
ASN00005006,-22.9119,116.2903,MDPR,1992,2025
ASN00005007,-22.2406,114.0967,TMAX,1975,2025
ASN00005007,-22.2406,114.0967,TMIN,1975,2025
ASN00005007,-22.2406,114.0967,PRCP,1945,2025
ASN00005007,-22.2406,114.0967,DAPR,1964,2017
ASN00005007,-22.2406,114.0967,DATN,2000,2016
ASN00005007,-22.2406,114.0967,DATX,1998,2016
ASN00005007,-22.2406,114.0967,DWPR,1964,2017
ASN00005007,-22.2406,114.0967,MDPR,1964,2017
ASN00005007,-22.2406,114.0967,MDTN,2000,2016
ASN00005007,-22.2406,114.0967,MDTX,1998,2016
ASN00005007,-22.2406,114.0967,TAVG,1975,2025
ASN00005008,-21.1906,115.9797,TMAX,1957,2025
ASN00005008,-21.1906,115.9797,TMIN,1957,2025
ASN00005008,-21.1906,115.9797,PRCP,1885,2025
ASN00005008,-21.1906,115.9797,DAPR,1995,2025
ASN00005008,-21.1906,115.9797,DATN,1994,1997
ASN00005008,-21.1906,115.9797,DATX,1994,1997
ASN00005008,-21.1906,115.9797,DWPR,1995,2025
ASN00005008,-21.1906,115.9797,MDPR,1995,2025
ASN00005008,-21.1906,115.9797,MDTN,1994,1997
ASN00005008,-21.1906,115.9797,MDTX,1994,1997
ASN00005009,-22.6331,119.4081,PRCP,1936,2020
ASN00005009,-22.6331,119.4081,DAPR,1974,2008
ASN00005009,-22.6331,119.4081,DWPR,1974,2008
ASN00005009,-22.6331,119.4081,MDPR,1974,2008
ASN00005010,-22.9742,114.4597,PRCP,1927,1999
ASN00005010,-22.9742,114.4597,DAPR,1953,1975
ASN00005010,-22.9742,114.4597,DWPR,1953,1975
ASN00005010,-22.9742,114.4597,MDPR,1953,1975
ASN00005011,-22.7,115.8,PRCP,1914,1958
ASN00005012,-21.5906,117.0656,PRCP,1897,2025
ASN00005012,-21.5906,117.0656,DAPR,1994,2022
ASN00005012,-21.5906,117.0656,DWPR,1994,2022
ASN00005012,-21.5906,117.0656,MDPR,1994,2022
ASN00005013,-21.9961,115.0456,PRCP,1912,2025
ASN00005013,-21.9961,115.0456,DAPR,1971,2006
ASN00005013,-21.9961,115.0456,DWPR,1971,2006
ASN00005013,-21.9961,115.0456,MDPR,1971,2006
ASN00005014,-21.7869,117.8647,PRCP,1886,2025
ASN00005014,-21.7869,117.8647,DAPR,1975,2024
ASN00005014,-21.7869,117.8647,DWPR,1975,2024
ASN00005014,-21.7869,117.8647,MDPR,1975,2024
ASN00005015,-22.1039,118.4703,PRCP,1898,2018
ASN00005015,-22.1039,118.4703,DAPR,1971,2008
ASN00005015,-22.1039,118.4703,DWPR,1971,2008
ASN00005015,-22.1039,118.4703,MDPR,1971,2008
ASN00005016,-21.6364,115.1117,TMAX,1957,2012
ASN00005016,-21.6364,115.1117,TMIN,1957,2012
ASN00005016,-21.6364,115.1117,PRCP,1886,2012
ASN00005016,-21.6364,115.1117,DAPR,1984,2012
ASN00005016,-21.6364,115.1117,DATN,1997,2012
ASN00005016,-21.6364,115.1117,DATX,2004,2012
ASN00005016,-21.6364,115.1117,DWPR,1984,2008
ASN00005016,-21.6364,115.1117,MDPR,1984,2012
ASN00005016,-21.6364,115.1117,MDTN,1997,2012
ASN00005016,-21.6364,115.1117,MDTX,2004,2012
ASN00005017,-21.6689,115.1092,TMAX,1940,2025
ASN00005017,-21.6689,115.1092,TMIN,1943,2025
ASN00005017,-21.6689,115.1092,PRCP,1940,2025
ASN00005018,-21.85,115.6167,PRCP,1895,1973
ASN00005018,-21.85,115.6167,DAPR,1971,1971
ASN00005018,-21.85,115.6167,DWPR,1971,1971
ASN00005018,-21.85,115.6167,MDPR,1971,1971
ASN00005019,-21.6333,115.85,PRCP,1961,1963
ASN00005019,-21.6333,115.85,DAPR,1963,1963
ASN00005019,-21.6333,115.85,DWPR,1963,1963
ASN00005019,-21.6333,115.85,MDPR,1963,1963
ASN00005020,-22.6975,113.6747,PRCP,1898,2018
ASN00005020,-22.6975,113.6747,DAPR,1975,2008
ASN00005020,-22.6975,113.6747,DWPR,1975,2008
ASN00005020,-22.6975,113.6747,MDPR,1975,2008
ASN00005021,-22.2667,115.4167,PRCP,1927,1968
ASN00005022,-21.975,116.0653,PRCP,1898,2025
ASN00005022,-21.975,116.0653,DAPR,1971,2024
ASN00005022,-21.975,116.0653,DWPR,1971,2024
ASN00005022,-21.975,116.0653,MDPR,1971,2024
ASN00005023,-22.6217,119.9564,PRCP,1900,2025
ASN00005023,-22.6217,119.9564,DAPR,1947,1974
ASN00005023,-22.6217,119.9564,DWPR,1947,1974
ASN00005023,-22.6217,119.9564,MDPR,1947,1974
ASN00005024,-21.8067,114.1072,TMAX,1965,1967
ASN00005024,-21.8067,114.1072,TMIN,1965,1967
ASN00005024,-21.8067,114.1072,PRCP,1913,1994
ASN00005024,-21.8067,114.1072,DAPR,1973,1992
ASN00005024,-21.8067,114.1072,DWPR,1973,1992
ASN00005024,-21.8067,114.1072,MDPR,1973,1992
ASN00005025,-22.4,119.5333,PRCP,1927,1964
ASN00005026,-22.2425,118.3358,TMAX,1958,2019
ASN00005026,-22.2425,118.3358,TMIN,1958,2019
ASN00005026,-22.2425,118.3358,PRCP,1950,2019
ASN00005026,-22.2425,118.3358,DAPR,2002,2017
ASN00005026,-22.2425,118.3358,DATN,2000,2019
ASN00005026,-22.2425,118.3358,DATX,2000,2019
ASN00005026,-22.2425,118.3358,DWPR,2002,2017
ASN00005026,-22.2425,118.3358,MDPR,2002,2017
ASN00005026,-22.2425,118.3358,MDTN,2000,2019
ASN00005026,-22.2425,118.3358,MDTX,2000,2019
ASN00005026,-22.2425,118.3358,TAVG,1973,2007
ASN00005027,-22.3167,118.3167,PRCP,1949,1950
ASN00005028,-22.6906,116.2328,PRCP,1904,2025
ASN00005028,-22.6906,116.2328,DAPR,1970,2006
ASN00005028,-22.6906,116.2328,DWPR,1970,2006
ASN00005028,-22.6906,116.2328,MDPR,1970,2006
ASN00005029,-21.6767,116.3928,PRCP,1930,2025
ASN00005029,-21.6767,116.3928,DAPR,1984,2021
ASN00005029,-21.6767,116.3928,DWPR,1984,2021
ASN00005029,-21.6767,116.3928,MDPR,1984,2021
ASN00005030,-22.5064,114.7944,PRCP,1897,2025
ASN00005030,-22.5064,114.7944,DAPR,1918,2012
ASN00005030,-22.5064,114.7944,DWPR,1918,2012
ASN00005030,-22.5064,114.7944,MDPR,1918,2012
ASN00005031,-21.8875,114.0092,PRCP,1915,1969
ASN00005031,-21.8875,114.0092,DAPR,1963,1963
ASN00005031,-21.8875,114.0092,DWPR,1963,1963
ASN00005031,-21.8875,114.0092,MDPR,1963,1963
ASN00005032,-21.5703,115.8786,PRCP,1899,2025
ASN00005032,-21.5703,115.8786,DAPR,1976,2025
ASN00005032,-21.5703,115.8786,DWPR,1976,2025
ASN00005032,-21.5703,115.8786,MDPR,1976,2025
ASN00005033,-22.2933,115.0342,PRCP,1915,2018
ASN00005033,-22.2933,115.0342,DAPR,1974,1975
ASN00005033,-22.2933,115.0342,DWPR,1974,1975
ASN00005033,-22.2933,115.0342,MDPR,1974,1975
ASN00005034,-22.4558,116.0508,PRCP,1899,2025
ASN00005034,-22.4558,116.0508,DAPR,1949,2025
ASN00005034,-22.4558,116.0508,DWPR,1949,2025
ASN00005034,-22.4558,116.0508,MDPR,1949,2025
ASN00005035,-21.6,117.6,PRCP,1896,1949
ASN00005036,-22.9367,115.9825,PRCP,1921,2024
ASN00005036,-22.9367,115.9825,DAPR,1958,2010
ASN00005036,-22.9367,115.9825,DWPR,1958,2005
ASN00005036,-22.9367,115.9825,MDPR,1958,2010
ASN00005037,-21.7,117.45,PRCP,1954,1972
ASN00005037,-21.7,117.45,DAPR,1956,1956
ASN00005037,-21.7,117.45,DWPR,1956,1956
ASN00005037,-21.7,117.45,MDPR,1956,1956
ASN00005038,-21.3667,115.85,PRCP,1890,1909
ASN00005039,-22.6,114.4,PRCP,1916,1922
ASN00005040,-21.1594,116.1197,PRCP,1912,2025
ASN00005040,-21.1594,116.1197,DAPR,1981,2024
ASN00005040,-21.1594,116.1197,DWPR,1981,2024
ASN00005040,-21.1594,116.1197,MDPR,1981,2024
ASN00005041,-22.6,116.1,PRCP,1907,1947
ASN00005042,-21.7,116.1,PRCP,1911,1929
ASN00005043,-21.9,115.2,PRCP,1933,1942
ASN00005043,-21.9,115.2,DAPR,1933,1933
ASN00005043,-21.9,115.2,DWPR,1933,1933
ASN00005043,-21.9,115.2,MDPR,1933,1933
ASN00005044,-21.1,116.1,PRCP,1887,1927
ASN00005045,-22.685,114.3672,PRCP,1913,2021
ASN00005045,-22.685,114.3672,DAPR,1964,2005
ASN00005045,-22.685,114.3672,DWPR,1964,2005
ASN00005045,-22.685,114.3672,MDPR,1964,2005
ASN00005046,-22.7,116.1,PRCP,1888,1935
ASN00005047,-22.25,119.1,PRCP,1901,1910
ASN00005048,-22.5403,115.4981,PRCP,1898,1997
ASN00005048,-22.5403,115.4981,DAPR,1942,1984
ASN00005048,-22.5403,115.4981,DWPR,1942,1984
ASN00005048,-22.5403,115.4981,MDPR,1942,1984
ASN00005049,-21.6,117.6,PRCP,1907,1915
ASN00005050,-21.6,116.4,PRCP,1917,1931
ASN00005051,-21.9303,114.1256,TMAX,1967,1975
ASN00005051,-21.9303,114.1256,TMIN,1967,1975
ASN00005051,-21.9303,114.1256,PRCP,1968,2025
ASN00005051,-21.9303,114.1256,DAPR,1985,2015
ASN00005051,-21.9303,114.1256,DWPR,1985,2015
ASN00005051,-21.9303,114.1256,MDPR,1985,2015
ASN00005052,-20.8831,116.6725,PRCP,1900,2015
ASN00005052,-20.8831,116.6725,DAPR,1900,2015
ASN00005052,-20.8831,116.6725,DWPR,1900,2015
ASN00005052,-20.8831,116.6725,MDPR,1900,2015
ASN00005053,-20.6553,116.6789,TMAX,1966,1970
ASN00005053,-20.6553,116.6789,TMIN,1966,1970
ASN00005053,-20.6553,116.6789,PRCP,1966,1997
ASN00005053,-20.6553,116.6789,DAPR,1971,1997
ASN00005053,-20.6553,116.6789,DWPR,1971,1997
ASN00005053,-20.6553,116.6789,MDPR,1971,1997
ASN00005055,-22.2275,118.345,PRCP,1975,2010
ASN00005055,-22.2275,118.345,DAPR,1993,2005
ASN00005055,-22.2275,118.345,DWPR,1993,2005
ASN00005055,-22.2275,118.345,MDPR,1993,2005
ASN00005057,-21.3417,117.0833,PRCP,1984,1986
ASN00005058,-20.8206,115.3931,TMAX,1967,2000
ASN00005058,-20.8206,115.3931,TMIN,1967,2000
ASN00005058,-20.8206,115.3931,PRCP,1967,2000
ASN00005058,-20.8206,115.3931,DAPR,1970,1991
ASN00005058,-20.8206,115.3931,DWPR,1970,1991
ASN00005058,-20.8206,115.3931,MDPR,1970,1991
ASN00005059,-22.6125,117.625,PRCP,1984,1986
ASN00005060,-22.3333,114.05,TMAX,1968,1971
ASN00005060,-22.3333,114.05,TMIN,1968,1971
ASN00005060,-22.3333,114.05,PRCP,1968,1971
ASN00005061,-20.7278,116.7483,TMAX,1969,1993
ASN00005061,-20.7278,116.7483,TMIN,1969,1993
ASN00005061,-20.7278,116.7483,PRCP,1969,2025
ASN00005061,-20.7278,116.7483,DAPR,1975,2009
ASN00005061,-20.7278,116.7483,DWPR,1975,2024
ASN00005061,-20.7278,116.7483,MDPR,1975,2009
ASN00005063,-22.3,117.2833,PRCP,1969,1976
ASN00005063,-22.3,117.2833,DAPR,1971,1976
ASN00005063,-22.3,117.2833,DWPR,1971,1976
ASN00005063,-22.3,117.2833,MDPR,1971,1976
ASN00005064,-22.7825,119.6172,TMAX,1971,1984
ASN00005064,-22.7825,119.6172,TMIN,1971,1984
ASN00005064,-22.7825,119.6172,PRCP,1971,1984
ASN00005064,-22.7825,119.6172,DAPR,1982,1983
ASN00005064,-22.7825,119.6172,DWPR,1982,1983
ASN00005064,-22.7825,119.6172,MDPR,1982,1983
ASN00005066,-22.7817,115.3706,PRCP,1916,2025
ASN00005066,-22.7817,115.3706,DAPR,1955,1955
ASN00005066,-22.7817,115.3706,DWPR,1955,1955
ASN00005066,-22.7817,115.3706,MDPR,1955,1955
ASN00005067,-22.0894,115.6239,PRCP,1966,1996
ASN00005067,-22.0894,115.6239,DAPR,1981,1991
ASN00005067,-22.0894,115.6239,DWPR,1981,1991
ASN00005067,-22.0894,115.6239,MDPR,1981,1991
ASN00005068,-22.6811,114.0394,PRCP,1957,2018
ASN00005068,-22.6811,114.0394,DAPR,1992,1992
ASN00005068,-22.6811,114.0394,DWPR,1992,1992
ASN00005068,-22.6811,114.0394,MDPR,1992,1992
ASN00005069,-21.6392,116.3308,TMAX,1971,2005
ASN00005069,-21.6392,116.3308,TMIN,1971,2005
ASN00005069,-21.6392,116.3308,PRCP,1971,2025
ASN00005069,-21.6392,116.3308,DAPR,1975,2025
ASN00005069,-21.6392,116.3308,DATN,1988,2005
ASN00005069,-21.6392,116.3308,DATX,1988,2003
ASN00005069,-21.6392,116.3308,DWPR,1975,2025
ASN00005069,-21.6392,116.3308,MDPR,1975,2025
ASN00005069,-21.6392,116.3308,MDTN,1988,2005
ASN00005069,-21.6392,116.3308,MDTX,1988,2003
ASN00005070,-21.3567,115.8208,PRCP,1972,2025
ASN00005070,-21.3567,115.8208,DAPR,1974,2025
ASN00005070,-21.3567,115.8208,DWPR,1974,2025
ASN00005070,-21.3567,115.8208,MDPR,1974,2025
ASN00005071,-21.3444,115.9356,PRCP,1972,2025
ASN00005071,-21.3444,115.9356,DAPR,1975,2025
ASN00005071,-21.3444,115.9356,DWPR,1975,2025
ASN00005071,-21.3444,115.9356,MDPR,1975,2025
ASN00005072,-22.6967,117.7703,TMAX,1997,2011
ASN00005072,-22.6967,117.7703,TMIN,1997,2011
ASN00005072,-22.6967,117.7703,PRCP,1972,2011
ASN00005072,-22.6967,117.7703,DAPR,1974,2007
ASN00005072,-22.6967,117.7703,DATN,1997,2011
ASN00005072,-22.6967,117.7703,DATX,1997,2011
ASN00005072,-22.6967,117.7703,DWPR,1974,2007
ASN00005072,-22.6967,117.7703,MDPR,1974,2007
ASN00005072,-22.6967,117.7703,MDTN,1997,2011
ASN00005072,-22.6967,117.7703,MDTX,1997,2011
ASN00005073,-21.8836,118.2217,PRCP,1972,2019
ASN00005073,-21.8836,118.2217,DAPR,1991,2015
ASN00005073,-21.8836,118.2217,DWPR,1991,2015
ASN00005073,-21.8836,118.2217,MDPR,1991,2015
ASN00005074,-22.6344,118.1119,PRCP,1974,1997
ASN00005074,-22.6344,118.1119,DAPR,1994,1997
ASN00005074,-22.6344,118.1119,DWPR,1994,1997
ASN00005074,-22.6344,118.1119,MDPR,1994,1997
ASN00005075,-21.8222,114.1714,TMAX,1971,1976
ASN00005075,-21.8222,114.1714,TMIN,1971,1976
ASN00005075,-21.8222,114.1714,PRCP,1971,1976
ASN00005076,-22.745,117.6656,PRCP,1976,1995
ASN00005076,-22.745,117.6656,DAPR,1994,1994
ASN00005076,-22.745,117.6656,DWPR,1994,1994
ASN00005076,-22.745,117.6656,MDPR,1994,1994
ASN00005078,-21.7672,114.8211,PRCP,1977,2023
ASN00005078,-21.7672,114.8211,DAPR,1982,2004
ASN00005078,-21.7672,114.8211,DWPR,1982,2004
ASN00005078,-21.7672,114.8211,MDPR,1982,2004
ASN00005079,-21.4625,115.0194,PRCP,1978,1989
ASN00005079,-21.4625,115.0194,DAPR,1979,1989
ASN00005079,-21.4625,115.0194,DWPR,1979,1989
ASN00005079,-21.4625,115.0194,MDPR,1979,1989
ASN00005082,-21.0544,116.2575,PRCP,1987,2025
ASN00005082,-21.0544,116.2575,DAPR,1992,2024
ASN00005082,-21.0544,116.2575,DWPR,1992,2024
ASN00005082,-21.0544,116.2575,MDPR,1992,2024
ASN00005083,-20.7692,116.8603,PRCP,1974,1996
ASN00005083,-20.7692,116.8603,DAPR,1989,1995
ASN00005083,-20.7692,116.8603,DWPR,1989,1995
ASN00005083,-20.7692,116.8603,MDPR,1989,1995
ASN00005084,-21.4606,115.0197,TMAX,1990,2025
ASN00005084,-21.4606,115.0197,TMIN,1990,2025
ASN00005084,-21.4606,115.0197,PRCP,1994,2025
ASN00005085,-22.8853,117.4464,PRCP,1992,2017
ASN00005085,-22.8853,117.4464,DAPR,1996,2016
ASN00005085,-22.8853,117.4464,DWPR,2006,2008
ASN00005085,-22.8853,117.4464,MDPR,1996,2016
ASN00005086,-21.2947,116.1383,PRCP,1992,2008
ASN00005086,-21.2947,116.1383,DAPR,2001,2001
ASN00005086,-21.2947,116.1383,DWPR,2001,2001
ASN00005086,-21.2947,116.1383,MDPR,2001,2001
ASN00005087,-21.5833,117.05,PRCP,1972,1985
ASN00005088,-21.2475,116.0733,PRCP,1992,2025
ASN00005088,-21.2475,116.0733,DAPR,1999,2025
ASN00005088,-21.2475,116.0733,DWPR,1999,2025
ASN00005088,-21.2475,116.0733,MDPR,1999,2025
ASN00005089,-22.9003,118.7031,PRCP,1989,2002
ASN00005089,-22.9003,118.7031,DAPR,1999,2000
ASN00005089,-22.9003,118.7031,DWPR,1999,2000
ASN00005089,-22.9003,118.7031,MDPR,1999,2000
ASN00005090,-21.9711,115.4325,PRCP,1997,2007
ASN00005092,-22.2367,114.0869,TMAX,1998,2001
ASN00005092,-22.2367,114.0869,TMIN,1998,2001
ASN00005092,-22.2367,114.0869,DATN,2000,2001
ASN00005092,-22.2367,114.0869,DATX,2000,2001
ASN00005092,-22.2367,114.0869,MDTN,2000,2001
ASN00005092,-22.2367,114.0869,MDTX,2000,2001
ASN00005093,-22.3767,118.6886,PRCP,1998,2014
ASN00005093,-22.3767,118.6886,DAPR,2005,2008
ASN00005093,-22.3767,118.6886,DWPR,2005,2008
ASN00005093,-22.3767,118.6886,MDPR,2005,2008
ASN00005094,-20.875,115.4056,TMAX,1999,2025
ASN00005094,-20.875,115.4056,TMIN,1999,2025
ASN00005094,-20.875,115.4056,PRCP,1999,2025
ASN00005095,-22.9367,116.9731,PRCP,2002,2025
ASN00005095,-22.9367,116.9731,DAPR,2003,2021
ASN00005095,-22.9367,116.9731,DWPR,2003,2021
ASN00005095,-22.9367,116.9731,MDPR,2003,2021
ASN00006000,-25.0417,115.3092,PRCP,1889,2017
ASN00006000,-25.0417,115.3092,DAPR,1982,2008
ASN00006000,-25.0417,115.3092,DWPR,1982,2008
ASN00006000,-25.0417,115.3092,MDPR,1982,2008
ASN00006001,-27.4231,115.8347,PRCP,1901,2017
ASN00006001,-27.4231,115.8347,DAPR,1968,2013
ASN00006001,-27.4231,115.8347,DWPR,1968,2013
ASN00006001,-27.4231,115.8347,MDPR,1968,2013
ASN00006002,-24.685,114.8358,PRCP,1904,1970
ASN00006003,-24.6525,113.6936,PRCP,1897,2016
ASN00006003,-24.6525,113.6936,DAPR,2003,2003
ASN00006003,-24.6525,113.6936,DWPR,2003,2003
ASN00006003,-24.6525,113.6936,MDPR,2003,2003
ASN00006004,-24.3333,114.0242,PRCP,1904,1976
ASN00006005,-24.8208,113.7853,PRCP,1903,2025
ASN00006005,-24.8208,113.7853,DAPR,1964,2020
ASN00006005,-24.8208,113.7853,DWPR,1964,2020
ASN00006005,-24.8208,113.7853,MDPR,1964,2020
ASN00006006,-27.855,115.6733,PRCP,1910,1977
ASN00006006,-27.855,115.6733,DAPR,1972,1972
ASN00006006,-27.855,115.6733,DWPR,1972,1972
ASN00006006,-27.855,115.6733,MDPR,1972,1972
ASN00006007,-26.2739,115.2578,PRCP,1998,2004
ASN00006007,-26.2739,115.2578,DAPR,1998,1999
ASN00006007,-26.2739,115.2578,DWPR,1998,1999
ASN00006007,-26.2739,115.2578,MDPR,1998,1999
ASN00006008,-25.0481,114.0294,PRCP,1910,2025
ASN00006008,-25.0481,114.0294,DAPR,1959,2009
ASN00006008,-25.0481,114.0294,DWPR,1959,2009
ASN00006008,-25.0481,114.0294,MDPR,1959,2009
ASN00006009,-23.105,113.8031,PRCP,1913,2019
ASN00006009,-23.105,113.8031,DAPR,1971,2006
ASN00006009,-23.105,113.8031,DWPR,1971,2006
ASN00006009,-23.105,113.8031,MDPR,1971,2006
ASN00006010,-25.6114,115.4625,PRCP,1910,2025
ASN00006010,-25.6114,115.4625,DAPR,1991,2022
ASN00006010,-25.6114,115.4625,DWPR,1991,2022
ASN00006010,-25.6114,115.4625,MDPR,1991,2022
ASN00006011,-24.8878,113.67,TMAX,1945,2025
ASN00006011,-24.8878,113.67,TMIN,1945,2025
ASN00006011,-24.8878,113.67,PRCP,1945,2025
ASN00006011,-24.8878,113.67,DAPR,2017,2020
ASN00006011,-24.8878,113.67,DATN,1997,1997
ASN00006011,-24.8878,113.67,DATX,1997,2020
ASN00006011,-24.8878,113.67,DWPR,2017,2020
ASN00006011,-24.8878,113.67,MDPR,2017,2020
ASN00006011,-24.8878,113.67,MDTN,1997,1997
ASN00006011,-24.8878,113.67,MDTX,1997,2020
ASN00006011,-24.8878,113.67,TAVG,1945,2025
ASN00006012,-26.4628,113.505,PRCP,1894,2000
ASN00006012,-26.4628,113.505,DAPR,1998,1999
ASN00006012,-26.4628,113.505,DWPR,1998,1999
ASN00006012,-26.4628,113.505,MDPR,1998,1999
ASN00006013,-26.6972,114.3181,PRCP,1946,2007
ASN00006013,-26.6972,114.3181,DAPR,1973,2005
ASN00006013,-26.6972,114.3181,DWPR,1973,2005
ASN00006013,-26.6972,114.3181,MDPR,1973,2005
ASN00006014,-23.5,114.1,PRCP,1929,1955
ASN00006015,-24.4447,114.0781,PRCP,1891,2019
ASN00006015,-24.4447,114.0781,DAPR,1986,2007
ASN00006015,-24.4447,114.0781,DWPR,1986,2007
ASN00006015,-24.4447,114.0781,MDPR,1986,2007
ASN00006016,-23.3,114.7,PRCP,1931,1949
ASN00006017,-25.2786,115.8633,PRCP,1900,2024
ASN00006017,-25.2786,115.8633,DAPR,1971,2008
ASN00006017,-25.2786,115.8633,DWPR,1971,2008
ASN00006017,-25.2786,115.8633,MDPR,1971,2008
ASN00006018,-26.0333,113.2167,PRCP,1900,1948
ASN00006019,-24.8061,114.4322,PRCP,1897,2025
ASN00006019,-24.8061,114.4322,DAPR,1995,2024
ASN00006019,-24.8061,114.4322,DWPR,1995,2024
ASN00006019,-24.8061,114.4322,MDPR,1995,2024
ASN00006020,-25.36,114.2292,PRCP,1915,2025
ASN00006020,-25.36,114.2292,DAPR,1995,2004
ASN00006020,-25.36,114.2292,DWPR,1995,2004
ASN00006020,-25.36,114.2292,MDPR,1995,2004
ASN00006021,-24.4508,115.6072,PRCP,1928,2004
ASN00006021,-24.4508,115.6072,DAPR,1977,2004
ASN00006021,-24.4508,115.6072,DWPR,1977,2004
ASN00006021,-24.4508,115.6072,MDPR,1977,2004
ASN00006022,-25.0544,115.21,TMAX,1962,2025
ASN00006022,-25.0544,115.21,TMIN,1962,2025
ASN00006022,-25.0544,115.21,PRCP,1907,2025
ASN00006022,-25.0544,115.21,DAPR,1949,2025
ASN00006022,-25.0544,115.21,DATN,1989,2025
ASN00006022,-25.0544,115.21,DATX,1989,2025
ASN00006022,-25.0544,115.21,DWPR,1949,2024
ASN00006022,-25.0544,115.21,MDPR,1949,2025
ASN00006022,-25.0544,115.21,MDTN,1989,2025
ASN00006022,-25.0544,115.21,MDTX,1989,2025
ASN00006023,-23.8222,113.5256,PRCP,1912,2024
ASN00006023,-23.8222,113.5256,DAPR,1997,2022
ASN00006023,-23.8222,113.5256,DWPR,1997,2022
ASN00006023,-23.8222,113.5256,MDPR,1997,2022
ASN00006024,-24.6667,114.35,PRCP,1929,1954
ASN00006024,-24.6667,114.35,DAPR,1945,1945
ASN00006024,-24.6667,114.35,DWPR,1945,1945
ASN00006024,-24.6667,114.35,MDPR,1945,1945
ASN00006025,-26.4008,114.1667,TMAX,1957,1980
ASN00006025,-26.4008,114.1667,TMIN,1957,1980
ASN00006025,-26.4008,114.1667,PRCP,1886,2019
ASN00006025,-26.4008,114.1667,DAPR,1925,2005
ASN00006025,-26.4008,114.1667,DWPR,1925,2004
ASN00006025,-26.4008,114.1667,MDPR,1925,2005
ASN00006026,-26.4275,114.1919,PRCP,1924,2022
ASN00006026,-26.4275,114.1919,DAPR,1924,2008
ASN00006026,-26.4275,114.1919,DWPR,1924,2008
ASN00006026,-26.4275,114.1919,MDPR,1924,2008
ASN00006027,-25.0442,115.1331,PRCP,1888,2025
ASN00006027,-25.0442,115.1331,DAPR,1999,2002
ASN00006027,-25.0442,115.1331,DWPR,1999,2002
ASN00006027,-25.0442,115.1331,MDPR,1999,2002
ASN00006028,-26.4,114.4667,PRCP,1960,1970
ASN00006029,-23.6361,115.2461,PRCP,1898,2022
ASN00006029,-23.6361,115.2461,DAPR,1908,1991
ASN00006029,-23.6361,115.2461,DWPR,1908,1991
ASN00006029,-23.6361,115.2461,MDPR,1908,1991
ASN00006030,-24.6314,115.3383,PRCP,1906,2018
ASN00006030,-24.6314,115.3383,DAPR,1982,2013
ASN00006030,-24.6314,115.3383,DWPR,1982,2013
ASN00006030,-24.6314,115.3383,MDPR,1982,2013
ASN00006031,-23.915,115.6183,PRCP,1907,1976
ASN00006032,-24.4733,114.5553,PRCP,1918,2004
ASN00006032,-24.4733,114.5553,DAPR,1975,1997
ASN00006032,-24.4733,114.5553,DWPR,1975,1997
ASN00006032,-24.4733,114.5553,MDPR,1975,1997
ASN00006033,-23.4789,115.5481,PRCP,1896,2024
ASN00006033,-23.4789,115.5481,DAPR,1958,2004
ASN00006033,-23.4789,115.5481,DWPR,1958,2004
ASN00006033,-23.4789,115.5481,MDPR,1958,2004
ASN00006034,-25.3656,114.3594,PRCP,1911,2025
ASN00006034,-25.3656,114.3594,DAPR,1964,1998
ASN00006034,-25.3656,114.3594,DWPR,1964,1998
ASN00006034,-25.3656,114.3594,MDPR,1964,1998
ASN00006035,-26.7025,114.6183,PRCP,1932,1982
ASN00006035,-26.7025,114.6183,DAPR,1965,1980
ASN00006035,-26.7025,114.6183,DWPR,1965,1980
ASN00006035,-26.7025,114.6183,MDPR,1965,1980
ASN00006036,-25.6644,114.6267,PRCP,1899,2014
ASN00006036,-25.6644,114.6267,DAPR,1984,1984
ASN00006036,-25.6644,114.6267,DWPR,1984,1984
ASN00006036,-25.6644,114.6267,MDPR,1984,1984
ASN00006037,-24.3142,115.1892,PRCP,1925,1970
ASN00006037,-24.3142,115.1892,DAPR,1942,1945
ASN00006037,-24.3142,115.1892,DWPR,1942,1945
ASN00006037,-24.3142,115.1892,MDPR,1942,1945
ASN00006038,-23.3817,114.4375,PRCP,1904,2025
ASN00006038,-23.3817,114.4375,DAPR,1990,2019
ASN00006038,-23.3817,114.4375,DWPR,1990,2019
ASN00006038,-23.3817,114.4375,MDPR,1990,2019
ASN00006039,-23.8497,113.9714,PRCP,1901,2025
ASN00006039,-23.8497,113.9714,DAPR,1975,2004
ASN00006039,-23.8497,113.9714,DWPR,1975,2004
ASN00006039,-23.8497,113.9714,MDPR,1975,2004
ASN00006040,-24.0306,115.6967,PRCP,1900,2024
ASN00006040,-24.0306,115.6967,DAPR,1971,2008
ASN00006040,-24.0306,115.6967,DWPR,1971,2001
ASN00006040,-24.0306,115.6967,MDPR,1971,2008
ASN00006041,-24.0633,115.205,PRCP,1920,1974
ASN00006042,-24.4117,115.3958,PRCP,1947,2003
ASN00006042,-24.4117,115.3958,DAPR,1997,1999
ASN00006042,-24.4117,115.3958,DWPR,1999,1999
ASN00006042,-24.4117,115.3958,MDPR,1997,1999
ASN00006043,-27.37,115.6517,PRCP,1900,1987
ASN00006043,-27.37,115.6517,DAPR,1970,1974
ASN00006043,-27.37,115.6517,DWPR,1970,1974
ASN00006043,-27.37,115.6517,MDPR,1970,1974
ASN00006044,-25.9261,113.5319,TMAX,1988,2023
